freq,fft
0,-14.245498670765091
11.71875,-20.259657358134394
23.4375,-24.341566102680574
35.15625,-9.459309907484775
46.875,-2.3810266396988293
58.59375,3.4923820347055585
70.3125,4.703754609343872
82.03125,8.972599962617165
93.75,11.557243984659094
105.46875,13.80033675314138
117.1875,15.478054712671579
128.90625,16.699574696203655
140.625,17.175592386920858
152.34375,18.103661691660296
164.0625,18.623945908831036
175.78125,18.2821790352516
187.5,18.286170172518027
199.21875,18.30286561305426
210.9375,18.265994193221534
222.65625,18.222039297061343
234.375,18.191534192668133
246.09375,18.13899235064479
257.8125,17.281663202045834
269.53125,17.037536534163465
281.25,17.149990846458603
292.96875,16.78809958011143
304.6875,16.75819325496048
316.40625,16.480140134855287
328.125,16.64568000148637
339.84375,15.933752407625654
351.5625,15.90112264744818
363.28125,16.096393835671073
375,16.03964367813034
386.71875,15.520496687692479
398.4375,16.006660701640335
410.15625,16.30981398483123
421.875,15.98470772382489
433.59375,15.842190776903198
445.3125,15.585864705853453
457.03125,15.71016707708948
468.75,14.380821143378256
480.46875,14.654028469204867
492.1875,14.03123213081354
503.90625,14.670051917242915
515.625,14.050102585572281
527.34375,13.815947839545293
539.0625,12.460208006116325
550.78125,12.385131200017307
562.5,11.171667006716692
574.21875,9.752650955203087
585.9375,3.7680706050851116
597.65625,0.7478964061602844
609.375,10.212072762374797
621.09375,16.24408720609564
632.8125,18.168531959687513
644.53125,17.09793568136242
656.25,17.616392072309935
667.96875,16.702722530762372
679.6875,16.850893888520517
691.40625,16.41041013624237
703.125,16.992280349857282
714.84375,16.509468093625216
726.5625,15.062263337700688
738.28125,14.890508179118038
750,14.8481268167026
761.71875,14.425042178088557
773.4375,14.374441165313648
785.15625,14.042680237239225
796.875,14.233627642128464
808.59375,13.93762429958615
820.3125,13.435665845463532
832.03125,12.481341928875931
843.75,12.087145270501534
855.46875,11.886210212753038
867.1875,12.305963773060537
878.90625,11.668577249557632
890.625,10.554183225550972
902.34375,10.671492495561703
914.0625,11.101138878140212
925.78125,10.845765789804085
937.5,10.063141598094813
949.21875,10.70845206976278
960.9375,11.694149632536703
972.65625,11.306428849539172
984.375,11.501096728286113
996.09375,10.525166169727777
1007.8125,11.127814772184855
1019.53125,16.595125271624234
1031.25,14.935615583286552
1042.96875,14.089940977009894
1054.6875,12.843825447702056
1066.40625,11.446832397382918
1078.125,9.476391394603809
1089.84375,8.459780118604908
1101.5625,5.879516171316917
1113.28125,4.2418705225101805
1125,3.6947068566567127
1136.71875,4.0528577676549284
1148.4375,4.218234122055774
1160.15625,5.237460812083547
1171.875,10.06566641815512
1183.59375,12.80252500001656
1195.3125,14.64248294615236
1207.03125,15.259019353812647
1218.75,13.129206455119373
1230.46875,17.185522483314184
1242.1875,16.164308339000563
1253.90625,15.121340936104612
1265.625,14.126830380828409
1277.34375,13.36591063969742
1289.0625,12.89864186385062
1300.78125,12.395978562458176
1312.5,11.593325582620551
1324.21875,10.819336412725459
1335.9375,10.914813761690358
1347.65625,9.431622613851328
1359.375,7.720190274716609
1371.09375,8.258901668608349
1382.8125,10.115782948879257
1394.53125,10.53287113315697
1406.25,10.23636458322972
1417.96875,9.764995248807883
1429.6875,9.908373928963982
1441.40625,9.175853944175483
1453.125,8.590879893851989
1464.84375,8.144374150413979
1476.5625,6.974516399311431
1488.28125,7.420618809661508
1500,7.182565417873082
1511.71875,7.217409542399742
1523.4375,7.5916015282984715
1535.15625,8.235830937608664
1546.875,8.754675827304286
1558.59375,8.980717316359765
1570.3125,8.894298523959453
1582.03125,9.525813535791261
1593.75,9.060285812937483
1605.46875,9.373478278397595
1617.1875,9.710696002705228
1628.90625,10.899003423301634
1640.625,10.895748308555884
1652.34375,10.451253933625718
1664.0625,10.467415174454173
1675.78125,11.096223517495263
1687.5,11.45860712558219
1699.21875,12.18938558482141
1710.9375,12.61870381541582
1722.65625,12.38908683038458
1734.375,11.756527141366224
1746.09375,12.024164632780444
1757.8125,12.472435951113802
1769.53125,11.66682768375449
1781.25,11.351353374099823
1792.96875,10.926643181489249
1804.6875,10.52502265976143
1816.40625,11.470153302974385
1828.125,11.766691371088626
1839.84375,10.630833011076673
1851.5625,10.71050213786425
1863.28125,11.28117949582961
1875,12.713805386739434
1886.71875,11.936357319854942
1898.4375,12.57522193165296
1910.15625,13.047647916668748
1921.875,12.586612666582557
1933.59375,12.062361961490062
1945.3125,12.932407267438307
1957.03125,13.185113735039167
1968.75,13.211624568123494
1980.46875,13.168482541978895
1992.1875,12.798157949414293
2003.90625,12.459446563283072
2015.625,13.467984798992141
2027.34375,13.69680313366582
2039.0625,14.059213011957967
2050.78125,13.667209187353436
2062.5,13.203110730759231
2074.21875,12.09083698441297
2085.9375,12.626755322340859
2097.65625,12.642145019511197
2109.375,13.130987173393802
2121.09375,12.553994039632705
2132.8125,13.123146822626516
2144.53125,14.470733368563305
2156.25,14.59814086565501
2167.96875,15.404933557401288
2179.6875,16.088345004085376
2191.40625,16.180123018740705
2203.125,16.051014218232456
2214.84375,16.364982959973094
2226.5625,16.656426304689642
2238.28125,16.601555528400255
2250,16.58759893689681
2261.71875,16.648771137107712
2273.4375,16.84597040769645
2285.15625,16.604193466018206
2296.875,16.503875815288474
2308.59375,16.54046108863414
2320.3125,16.70250916224749
2332.03125,16.552576965025622
2343.75,16.70485764460443
2355.46875,16.42612795680642
2367.1875,16.392738174868708
2378.90625,16.427198364965015
2390.625,16.11641051882514
2402.34375,16.000454782717625
2414.0625,15.70650994521081
2425.78125,15.020006955080623
2437.5,14.9788400807435
2449.21875,14.859783761631135
2460.9375,15.152076377539581
2472.65625,14.949081786358796
2484.375,14.30819776080099
2496.09375,14.222829020291988
2507.8125,13.53263335261188
2519.53125,13.0652959772933
2531.25,12.751957415198339
2542.96875,12.995302149766406
2554.6875,13.150659083196679
2566.40625,13.436159214690878
2578.125,13.934661663418492
2589.84375,14.435080679129186
2601.5625,15.024165485441973
2613.28125,15.211269991800425
2625,15.194252356631896
2636.71875,15.573015350978034
2648.4375,15.941760578990767
2660.15625,15.947785680133853
2671.875,16.232314301797608
2683.59375,16.558604628459527
2695.3125,16.409902746845354
2707.03125,15.835794022242752
2718.75,15.558128810857996
2730.46875,15.516883441210318
2742.1875,15.49652071150755
2753.90625,15.596414043719243
2765.625,15.752483223231582
2777.34375,15.743061657466216
2789.0625,15.133603076608281
2800.78125,14.02212688915104
2812.5,13.934347683480262
2824.21875,13.070832457258401
2835.9375,12.335897571442572
2847.65625,10.969695181818569
2859.375,10.3081091411287
2871.09375,9.979840196298506
2882.8125,10.54228775202434
2894.53125,9.97968113381295
2906.25,10.034114761838953
2917.96875,10.304510409069803
2929.6875,9.889578065384102
2941.40625,7.651855873163812
2953.125,6.871561318461678
2964.84375,6.393992228196158
2976.5625,3.3740515579364336
2988.28125,-1.028531064057718
3000,2.4181130801619752
3011.71875,5.33040942564532
3023.4375,7.583926552579003
3035.15625,8.192649707354127
3046.875,8.392395882176329
3058.59375,8.718385322738225
3070.3125,8.652724170690975
3082.03125,10.330828568948714
3093.75,11.70702063148482
3105.46875,11.982332818402153
3117.1875,12.066661166743078
3128.90625,12.212002561801942
3140.625,12.502707696877852
3152.34375,12.47950772180136
3164.0625,12.720677094644557
3175.78125,13.130377628649399
3187.5,13.38665849736995
3199.21875,13.254958622913156
3210.9375,13.767877545389638
3222.65625,13.827480003910782
3234.375,13.718967269093502
3246.09375,13.78514660944118
3257.8125,13.81667799405022
3269.53125,14.03494142586247
3281.25,14.081922715180683
3292.96875,13.984154397169231
3304.6875,14.161844686747413
3316.40625,14.330437991597398
3328.125,14.729777565316752
3339.84375,14.843790761052563
3351.5625,14.954894976161912
3363.28125,15.210139067860492
3375,15.523205452497177
3386.71875,15.945522766267871
3398.4375,15.958447181702473
3410.15625,16.122912112940153
3421.875,16.604402083964867
3433.59375,16.592099774887984
3445.3125,16.669064675241575
3457.03125,16.655964603169462
3468.75,16.990085892721414
3480.46875,16.836272034614893
3492.1875,16.827474305833498
3503.90625,16.942923527141318
3515.625,16.784130607607498
3527.34375,16.37180998841616
3539.0625,15.801289173255292
3550.78125,15.831601495659257
3562.5,16.0400244790763
3574.21875,15.777473326996578
3585.9375,15.234089216326968
3597.65625,15.329856650218865
3609.375,15.001913979291444
3621.09375,15.062160645131087
3632.8125,15.249382221404124
3644.53125,15.477536271226715
3656.25,15.20451002642589
3667.96875,14.711388904749034
3679.6875,14.101774641693687
3691.40625,13.500987623429308
3703.125,13.516525637005213
3714.84375,13.582232756628468
3726.5625,13.298570046555396
3738.28125,13.104037569696443
3750,12.769956520229439
3761.71875,12.208200575282246
3773.4375,12.090325054852563
3785.15625,11.908575442200426
3796.875,11.71459841686849
3808.59375,12.141741811751281
3820.3125,12.567197997104236
3832.03125,12.59337763380753
3843.75,12.079134296923414
3855.46875,12.154595191073344
3867.1875,12.24773491581529
3878.90625,12.2795545430576
3890.625,12.621066284456258
3902.34375,12.806132291491865
3914.0625,12.723491415308521
3925.78125,12.717637371270067
3937.5,12.170632565613612
3949.21875,12.140257260176286
3960.9375,12.381010504239967
3972.65625,12.35234626809784
3984.375,12.370309672737774
3996.09375,12.389788748448279
4007.8125,12.805712840931234
4019.53125,12.900918420804572
4031.25,12.749323354043582
4042.96875,12.555108799011379
4054.6875,12.565817767998386
4066.40625,12.29924531399855
4078.125,12.239327147118217
4089.84375,12.263347574107204
4101.5625,12.05178636839401
4113.28125,12.010588607102083
4125,11.802238644243294
4136.71875,11.765708664914353
4148.4375,11.628612501685927
4160.15625,11.604390308024225
4171.875,11.11732359596119
4183.59375,11.279570224368133
4195.3125,11.532508732872895
4207.03125,11.747574289965943
4218.75,12.153039459293115
4230.46875,11.781261186205088
4242.1875,12.040192709886334
4253.90625,12.51812669114546
4265.625,12.543277589281889
4277.34375,12.720577445130118
4289.0625,12.169869722406009
4300.78125,11.937647613830942
4312.5,12.104853280396387
4324.21875,11.823750953950888
4335.9375,12.118094031802567
4347.65625,12.133407871292153
4359.375,11.934868892359326
4371.09375,11.672526966625725
4382.8125,11.617298890599809
4394.53125,11.759766775824454
4406.25,11.624355850918747
4417.96875,11.539695535851482
4429.6875,11.39269337783113
4441.40625,10.961802692803175
4453.125,10.669164014137804
4464.84375,9.849952433290994
4476.5625,9.101072978345817
4488.28125,8.590981299812206
4500,8.798597556427676
4511.71875,9.1545184352778
4523.4375,9.315788668155356
4535.15625,9.03115958179017
4546.875,9.299841286644996
4558.59375,9.040899144327286
4570.3125,8.890350062441213
4582.03125,9.065642552668844
4593.75,9.082735249058306
4605.46875,8.932979023897548
4617.1875,8.814717777405487
4628.90625,8.52281124782865
4640.625,7.858214667515465
4652.34375,7.577225018317185
4664.0625,7.187000999733453
4675.78125,7.609244219656191
4687.5,7.911246741033697
4699.21875,8.006337340066343
4710.9375,8.341493393891943
4722.65625,8.381729034652057
4734.375,8.325857618156153
4746.09375,8.779975247496388
4757.8125,9.115438665425943
4769.53125,8.768927666497923
4781.25,8.541199856038293
4792.96875,8.95281846321326
4804.6875,8.916647274795805
4816.40625,9.075634268393589
4828.125,9.662856413465956
4839.84375,10.124009501353648
4851.5625,9.934591092026459
4863.28125,9.874025692770314
4875,9.812289679128199
4886.71875,9.43555207507541
4898.4375,9.472418699336522
4910.15625,10.094570656612923
4921.875,10.13212111358772
4933.59375,9.647620865455842
4945.3125,9.274152816715004
4957.03125,9.518382263713095
4968.75,9.583151685479532
4980.46875,9.650984272993
4992.1875,9.70776602023512
5003.90625,9.999333913390991
5015.625,10.035482852432068
5027.34375,9.943717970216229
5039.0625,9.4714910002836
5050.78125,9.741037055576458
5062.5,9.594493185020449
5074.21875,9.48327138961069
5085.9375,10.147404430147072
5097.65625,10.219296591788458
5109.375,9.303461312682016
5121.09375,9.163656914561399
5132.8125,9.022589667277632
5144.53125,8.395183646991661
5156.25,8.338213557566585
5167.96875,8.58561165272561
5179.6875,8.376019407433619
5191.40625,8.569909350639191
5203.125,8.384448036525157
5214.84375,7.443948302201999
5226.5625,6.458717889127322
5238.28125,6.237094326324632
5250,6.574268946603602
5261.71875,6.552507704716986
5273.4375,6.607484655693854
5285.15625,7.355142237884298
5296.875,7.585831445751938
5308.59375,8.22067086992621
5320.3125,8.935034811329643
5332.03125,8.616647530089121
5343.75,8.385582518835689
5355.46875,7.884799495630994
5367.1875,7.388036222953067
5378.90625,8.007609911842716
5390.625,8.16222686730649
5402.34375,8.394255185227324
